date_time,Stacking_selected_features
2017-05-20 23:00:00,2557.5193
2017-05-21 00:00:00,2516.1282
2017-05-21 00:00:00,2871.353
2017-05-21 00:00:00,2528.3765
2017-05-21 01:00:00,2951.1196
2017-05-21 01:00:00,3358.4182
2017-05-21 02:00:00,3406.7175
2017-05-21 02:00:00,3824.478
2017-05-21 02:00:00,3786.178
2017-05-21 03:00:00,3022.68
2017-05-21 03:00:00,3879.476
2017-05-21 04:00:00,2583.716
2017-05-21 04:00:00,3616.8784
2017-05-21 05:00:00,3954.6118
2017-05-21 05:00:00,3760.3718
2017-05-21 05:00:00,2063.0034
2017-05-21 06:00:00,4082.3376
2017-05-21 06:00:00,2996.4478
2017-05-21 06:00:00,3260.0503
2017-05-21 07:00:00,3537.772
2017-05-21 07:00:00,3562.1094
2017-05-21 07:00:00,3086.421
2017-05-21 08:00:00,3067.4556
2017-05-21 08:00:00,3720.7444
2017-05-21 09:00:00,3837.8215
2017-05-21 09:00:00,3701.5193
2017-05-21 10:00:00,3950.884
2017-05-21 10:00:00,2863.882
2017-05-21 10:00:00,4597.333
2017-05-21 11:00:00,4059.3882
2017-05-21 11:00:00,3570.4207
2017-05-21 11:00:00,3937.6536
2017-05-21 12:00:00,4296.1772
2017-05-21 12:00:00,4147.183
2017-05-21 12:00:00,4259.7637
2017-05-21 13:00:00,3486.419
2017-05-21 13:00:00,3097.17
2017-05-21 13:00:00,3180.3164
2017-05-21 14:00:00,3623.256
2017-05-21 14:00:00,3836.7063
2017-05-21 15:00:00,3053.2551
2017-05-21 16:00:00,4633.194
2017-05-21 16:00:00,4046.9548
2017-05-21 17:00:00,4075.4321
2017-05-21 18:00:00,3716.0447
2017-05-21 18:00:00,3174.762
2017-05-21 19:00:00,4316.5625
2017-05-21 19:00:00,4078.3655
2017-05-21 20:00:00,4466.9146
2017-05-21 20:00:00,3456.2424
2017-05-21 20:00:00,4261.662
2017-05-21 21:00:00,4151.0576
2017-05-21 21:00:00,4501.59
2017-05-21 22:00:00,3835.4402
2017-05-21 22:00:00,3728.7605
2017-05-21 23:00:00,3913.6582
2017-05-22 00:00:00,3564.063
2017-05-22 01:00:00,3273.4194
2017-05-22 01:00:00,2992.9377
2017-05-22 02:00:00,3537.3809
2017-05-22 03:00:00,3376.4895
2017-05-22 04:00:00,3331.1042
2017-05-22 05:00:00,3726.6423
2017-05-22 06:00:00,3122.8938
2017-05-22 07:00:00,3362.8945
2017-05-22 08:00:00,2923.1987
2017-05-22 09:00:00,3706.2593
2017-05-22 10:00:00,3489.007
2017-05-22 11:00:00,4391.27
2017-05-22 12:00:00,3420.2004
2017-05-22 13:00:00,4193.598
2017-05-22 14:00:00,4224.5747
2017-05-22 15:00:00,2829.5774
2017-05-22 16:00:00,3182.829
2017-05-22 17:00:00,2997.2185
2017-05-22 18:00:00,3616.943
2017-05-22 19:00:00,4292.9937
2017-05-22 20:00:00,3277.2393
2017-05-22 21:00:00,2688.1846
2017-05-22 22:00:00,2863.98
2017-05-22 23:00:00,3024.0322
2017-05-22 23:00:00,4848.0405
2017-05-23 00:00:00,2875.5862
2017-05-23 01:00:00,2480.6643
2017-05-23 02:00:00,3878.863
2017-05-23 02:00:00,3729.8901
2017-05-23 03:00:00,3208.0747
2017-05-23 04:00:00,2523.9822
2017-05-23 05:00:00,2614.5967
2017-05-23 06:00:00,3384.803
2017-05-23 07:00:00,2779.9985
2017-05-23 08:00:00,3211.6274
2017-05-23 09:00:00,3687.7896
2017-05-23 10:00:00,2972.096
2017-05-23 11:00:00,3761.4678
2017-05-23 11:00:00,4257.306
2017-05-23 12:00:00,4547.0815
2017-05-23 12:00:00,3666.6846
2017-05-23 13:00:00,3130.2322
2017-05-23 14:00:00,4168.515
2017-05-23 15:00:00,3157.5427
2017-05-23 16:00:00,3451.1914
2017-05-23 17:00:00,2887.184
2017-05-23 18:00:00,3421.0952
2017-05-23 19:00:00,3762.2537
2017-05-23 20:00:00,3612.464
2017-05-23 21:00:00,3087.602
2017-05-23 22:00:00,1617.6985
2017-05-23 23:00:00,3346.2112
2017-05-24 00:00:00,2230.0164
2017-05-24 01:00:00,2158.4934
2017-05-24 02:00:00,1992.482
2017-05-24 03:00:00,2062.121
2017-05-24 04:00:00,2377.4082
2017-05-24 05:00:00,3318.372
2017-05-24 06:00:00,3064.9001
2017-05-24 07:00:00,4078.1538
2017-05-24 08:00:00,3826.0837
2017-05-24 09:00:00,4341.8027
2017-05-24 10:00:00,3135.9966
2017-05-24 11:00:00,2992.492
2017-05-24 12:00:00,3623.7744
2017-05-24 13:00:00,3429.7832
2017-05-24 14:00:00,3060.1616
2017-05-24 15:00:00,3551.3416
2017-05-24 16:00:00,4535.6333
2017-05-24 17:00:00,4252.1787
2017-05-24 18:00:00,3916.4497
2017-05-24 19:00:00,4171.2495
2017-05-24 20:00:00,3603.1204
2017-05-24 21:00:00,3262.864
2017-05-24 22:00:00,1853.5544
2017-05-24 23:00:00,2777.9644
2017-05-25 00:00:00,2941.7322
2017-05-25 01:00:00,2007.5896
2017-05-25 02:00:00,2686.9377
2017-05-25 03:00:00,2571.2544
2017-05-25 04:00:00,4168.236
2017-05-25 05:00:00,3778.451
2017-05-25 06:00:00,3171.5688
2017-05-25 07:00:00,2265.2656
2017-05-25 07:00:00,1811.7255
2017-05-25 08:00:00,2110.181
2017-05-25 09:00:00,1991.253
2017-05-25 10:00:00,1806.2345
2017-05-25 11:00:00,3992.9116
2017-05-25 12:00:00,4784.3994
2017-05-25 13:00:00,2588.371
2017-05-25 14:00:00,3748.6104
2017-05-25 15:00:00,3299.5686
2017-05-25 16:00:00,3485.4895
2017-05-25 17:00:00,3779.4219
2017-05-25 18:00:00,3837.9136
2017-05-25 19:00:00,4199.473
2017-05-25 20:00:00,3541.1128
2017-05-25 21:00:00,3444.7717
2017-05-25 21:00:00,3473.0493
2017-05-25 22:00:00,3290.0144
2017-05-25 23:00:00,3839.091
2017-05-26 00:00:00,3180.3
2017-05-26 01:00:00,3944.2656
2017-05-26 02:00:00,1921.5186
2017-05-26 03:00:00,2369.1423
2017-05-26 04:00:00,2877.1235
2017-05-26 05:00:00,2951.9915
2017-05-26 06:00:00,4335.147
2017-05-26 07:00:00,3530.8765
2017-05-26 08:00:00,2591.382
2017-05-26 09:00:00,3375.9802
2017-05-26 10:00:00,2743.2605
2017-05-26 11:00:00,3804.2446
2017-05-26 12:00:00,4200.3057
2017-05-26 13:00:00,3592.9255
2017-05-26 14:00:00,1816.4773
2017-05-26 15:00:00,3259.8171
2017-05-26 16:00:00,3686.89
2017-05-26 17:00:00,4241.9995
2017-05-26 18:00:00,4678.0967
2017-05-26 19:00:00,2796.6667
2017-05-26 20:00:00,5067.3164
2017-05-26 21:00:00,3333.0286
2017-05-26 22:00:00,4463.1436
2017-05-26 23:00:00,2423.587
2017-05-27 00:00:00,2231.822
2017-05-27 01:00:00,2408.2883
2017-05-27 02:00:00,2232.0657
2017-05-27 03:00:00,2943.1013
2017-05-27 04:00:00,2165.9011
2017-05-27 05:00:00,3737.519
2017-05-27 06:00:00,3814.1377
2017-05-27 07:00:00,3144.1392
2017-05-27 08:00:00,2739.767
2017-05-27 09:00:00,2884.5247
2017-05-27 10:00:00,1601.4597
2017-05-27 11:00:00,3676.5073
2017-05-27 12:00:00,830.28253
2017-05-27 13:00:00,3706.869
2017-05-27 14:00:00,4337.388
2017-05-27 15:00:00,3965.1074
2017-05-27 16:00:00,2617.0264
2017-05-27 17:00:00,2807.7795
2017-05-27 18:00:00,3892.1113
2017-05-27 19:00:00,3565.6946
2017-05-27 20:00:00,2551.4346
2017-05-27 21:00:00,2867.3242
2017-05-27 22:00:00,4783.7485
2017-05-27 23:00:00,4722.229
2017-05-28 00:00:00,3676.512
2017-05-28 01:00:00,3617.8547
2017-05-28 02:00:00,3225.6724
2017-05-28 03:00:00,2551.621
2017-05-28 04:00:00,3162.6536
2017-05-28 05:00:00,2825.293
2017-05-28 06:00:00,3681.632
2017-05-28 07:00:00,3046.383
2017-05-28 08:00:00,2382.3184
2017-05-28 09:00:00,3253.4731
2017-05-28 10:00:00,4312.125
2017-05-28 11:00:00,3655.2551
2017-05-28 12:00:00,3718.395
2017-05-28 13:00:00,3865.4375
2017-05-28 14:00:00,4485.179
2017-05-28 15:00:00,3045.878
2017-05-28 16:00:00,3883.5198
2017-05-28 16:00:00,2093.7488
2017-05-28 17:00:00,3451.7053
2017-05-28 18:00:00,3332.9849
2017-05-28 19:00:00,3790.6465
2017-05-28 20:00:00,3478.6692
2017-05-28 21:00:00,2375.9597
2017-05-28 21:00:00,2908.037
2017-05-28 22:00:00,4356.335
2017-05-28 22:00:00,3448.0354
2017-05-28 23:00:00,1806.7118
2017-05-29 00:00:00,3170.264
2017-05-29 01:00:00,3215.6814
2017-05-29 02:00:00,3238.0762
2017-05-29 03:00:00,3577.1587
2017-05-29 04:00:00,2903.4988
2017-05-29 05:00:00,3381.3848
2017-05-29 06:00:00,2799.353
2017-05-29 07:00:00,3796.2185
2017-05-29 08:00:00,2990.8362
2017-05-29 09:00:00,3638.6584
2017-05-29 10:00:00,3980.3228
2017-05-29 11:00:00,2497.9458
2017-05-29 11:00:00,2430.5132
2017-05-29 12:00:00,2712.0598
2017-05-29 12:00:00,2993.9922
2017-05-29 13:00:00,3043.628
2017-05-29 14:00:00,3085.8596
2017-05-29 15:00:00,1998.7236
2017-05-29 16:00:00,1233.0269
2017-05-29 17:00:00,1909.9465
2017-05-29 18:00:00,1578.1415
2017-05-29 19:00:00,2079.1758
2017-05-29 20:00:00,1703.0524
2017-05-29 21:00:00,3383.186
2017-05-29 22:00:00,3566.0793
2017-05-29 23:00:00,2308.4624
2017-05-30 00:00:00,4317.048
2017-05-30 01:00:00,3402.571
2017-05-30 02:00:00,2992.1516
2017-05-30 03:00:00,3650.2886
2017-05-30 04:00:00,3988.9187
2017-05-30 05:00:00,3553.8406
2017-05-30 06:00:00,2375.6243
2017-05-30 07:00:00,2587.4456
2017-05-30 08:00:00,3257.7388
2017-05-30 09:00:00,2606.6177
2017-05-30 10:00:00,2770.532
2017-05-30 11:00:00,2312.0637
2017-05-30 12:00:00,3136.562
2017-05-30 13:00:00,3754.1333
2017-05-30 13:00:00,3078.801
2017-05-30 14:00:00,2749.8176
2017-05-30 15:00:00,3615.9922
2017-05-30 16:00:00,3468.4082
2017-05-30 17:00:00,3856.3193
2017-05-30 18:00:00,3285.4204
2017-05-30 19:00:00,3258.7825
2017-05-30 20:00:00,1654.1079
2017-05-30 21:00:00,2630.7642
2017-05-30 22:00:00,4471.754
2017-05-30 23:00:00,2092.0298
2017-05-31 00:00:00,2017.3323
2017-05-31 01:00:00,4519.0137
2017-05-31 02:00:00,3624.7703
2017-05-31 03:00:00,2640.1226
2017-05-31 04:00:00,1882.0814
2017-05-31 05:00:00,1499.903
2017-05-31 06:00:00,2356.3354
2017-05-31 07:00:00,2304.2134
2017-05-31 08:00:00,4342.0293
2017-05-31 09:00:00,3945.549
2017-05-31 10:00:00,1825.4617
2017-05-31 11:00:00,3107.2378
2017-05-31 12:00:00,1991.4445
2017-05-31 13:00:00,2915.5708
2017-05-31 14:00:00,3396.7673
2017-05-31 15:00:00,2157.914
2017-05-31 16:00:00,3563.2344
2017-05-31 17:00:00,3461.302
2017-05-31 18:00:00,3978.0942
2017-05-31 19:00:00,4454.9053
2017-05-31 20:00:00,3646.5757
2017-05-31 21:00:00,3701.6135
2017-05-31 22:00:00,3624.2324
2017-05-31 23:00:00,2673.7026
2017-06-01 00:00:00,2527.7554
2017-06-01 01:00:00,2750.7766
2017-06-01 02:00:00,2223.883
2017-06-01 03:00:00,2285.8699
2017-06-01 04:00:00,2447.458
2017-06-01 05:00:00,1875.598
2017-06-01 06:00:00,2545.4255
2017-06-01 07:00:00,3283.4133
2017-06-01 08:00:00,3549.0356
2017-06-01 09:00:00,3113.3628
2017-06-01 10:00:00,3923.792
2017-06-01 11:00:00,3204.8005
2017-06-01 12:00:00,4333.2773
2017-06-01 13:00:00,3196.1655
2017-06-01 14:00:00,3559.6301
2017-06-01 15:00:00,4606.6973
2017-06-01 16:00:00,4525.7056
2017-06-01 17:00:00,4583.0464
2017-06-01 18:00:00,4803.844
2017-06-01 19:00:00,4467.004
2017-06-01 20:00:00,4604.1777
2017-06-01 21:00:00,1624.3535
2017-06-01 22:00:00,4144.293
2017-06-01 23:00:00,3335.348
2017-06-02 00:00:00,2310.877
2017-06-02 01:00:00,2626.6326
2017-06-02 02:00:00,3451.7456
2017-06-02 03:00:00,3100.0493
2017-06-02 04:00:00,3131.119
2017-06-02 05:00:00,4277.1904
2017-06-02 06:00:00,2236.852
2017-06-02 07:00:00,3564.4348
2017-06-02 08:00:00,3798.6106
2017-06-02 09:00:00,2151.0984
2017-06-02 10:00:00,3263.2793
2017-06-02 11:00:00,3891.372
2017-06-02 12:00:00,4018.1853
2017-06-02 13:00:00,3850.8555
2017-06-02 14:00:00,4581.444
2017-06-02 15:00:00,5110.7627
2017-06-02 16:00:00,4581.871
2017-06-02 17:00:00,4097.954
2017-06-02 18:00:00,4073.9614
2017-06-02 19:00:00,3787.4707
2017-06-02 20:00:00,4886.1685
2017-06-02 21:00:00,4265.9863
2017-06-02 22:00:00,3860.2122
2017-06-02 23:00:00,3811.5251
2017-06-03 00:00:00,3804.483
2017-06-03 01:00:00,3540.2263
2017-06-03 02:00:00,4006.7202
2017-06-03 03:00:00,4235.1904
2017-06-03 04:00:00,3686.5447
2017-06-03 05:00:00,3086.41
2017-06-03 06:00:00,2377.2246
2017-06-03 07:00:00,1693.1946
2017-06-03 08:00:00,4259.5894
2017-06-03 09:00:00,3893.173
2017-06-03 10:00:00,4120.64
2017-06-03 11:00:00,3675.024
2017-06-03 12:00:00,4439.215
2017-06-03 13:00:00,4844.5674
2017-06-03 14:00:00,4261.111
2017-06-03 15:00:00,4842.029
2017-06-03 16:00:00,3759.5044
2017-06-03 17:00:00,4828.09
2017-06-03 18:00:00,5085.694
2017-06-03 19:00:00,4856.5254
2017-06-03 20:00:00,4699.5933
2017-06-03 21:00:00,5543.8174
2017-06-03 22:00:00,4205.055
2017-06-03 23:00:00,1613.9142
2017-06-04 00:00:00,3056.2507
2017-06-04 01:00:00,2014.175
2017-06-04 02:00:00,3424.756
2017-06-04 03:00:00,2180.9548
2017-06-04 04:00:00,2831.6562
2017-06-04 05:00:00,2905.0464
2017-06-04 06:00:00,2892.4558
2017-06-04 07:00:00,4415.275
2017-06-04 08:00:00,3729.1257
2017-06-04 09:00:00,3860.62
2017-06-04 10:00:00,3594.8755
2017-06-04 11:00:00,4644.563
2017-06-04 12:00:00,4084.013
2017-06-04 13:00:00,5135.8
2017-06-04 14:00:00,4809.3574
2017-06-04 15:00:00,3817.8325
2017-06-04 16:00:00,4336.783
2017-06-04 17:00:00,4682.126
2017-06-04 18:00:00,4337.1685
2017-06-04 19:00:00,4831.0366
2017-06-04 20:00:00,4365.2666
2017-06-04 21:00:00,4350.879
2017-06-04 22:00:00,3350.023
2017-06-04 23:00:00,3538.79
2017-06-05 00:00:00,3621.3643
2017-06-05 01:00:00,3356.3948
2017-06-05 02:00:00,2932.3833
2017-06-05 03:00:00,3079.4463
2017-06-05 04:00:00,2425.0017
2017-06-05 05:00:00,4011.9307
2017-06-05 06:00:00,1526.2605
2017-06-05 07:00:00,3472.2305
2017-06-05 08:00:00,2857.6213
2017-06-05 09:00:00,2487.31
2017-06-05 10:00:00,3133.7192
2017-06-05 11:00:00,4423.8022
2017-06-05 12:00:00,3570.314
2017-06-05 13:00:00,4576.757
2017-06-05 14:00:00,4369.663
2017-06-05 15:00:00,3595.584
2017-06-05 16:00:00,4656.0693
2017-06-05 17:00:00,3527.1824
2017-06-05 18:00:00,4070.3098
2017-06-05 19:00:00,4275.823
2017-06-05 20:00:00,4407.186
2017-06-05 21:00:00,4615.7534
2017-06-05 22:00:00,3378.2751
2017-06-05 23:00:00,2110.7275
2017-06-06 00:00:00,3331.3206
2017-06-06 01:00:00,1991.5499
2017-06-06 02:00:00,2871.4062
2017-06-06 03:00:00,1435.5486
2017-06-06 04:00:00,4028.7864
2017-06-06 05:00:00,2001.9943
2017-06-06 06:00:00,2959.814
2017-06-06 07:00:00,3942.0706
2017-06-06 08:00:00,3328.6653
2017-06-06 09:00:00,3008.8755
2017-06-06 10:00:00,3810.4487
2017-06-06 11:00:00,3143.963
2017-06-06 12:00:00,4921.9126
2017-06-06 13:00:00,4286.0156
2017-06-06 14:00:00,5226.162
2017-06-06 15:00:00,4971.091
2017-06-06 16:00:00,4368.6406
2017-06-06 17:00:00,4907.3022
2017-06-06 18:00:00,5231.1562
2017-06-06 19:00:00,4190.7617
2017-06-06 20:00:00,4042.5264
2017-06-06 21:00:00,2902.2554
2017-06-06 22:00:00,2115.9211
2017-06-06 23:00:00,1684.5127
2017-06-07 00:00:00,3758.562
2017-06-07 01:00:00,2554.014
2017-06-07 02:00:00,2919.5212
2017-06-07 03:00:00,3716.6213
2017-06-07 04:00:00,4314.5967
2017-06-07 05:00:00,2128.5066
2017-06-07 06:00:00,1706.1931
2017-06-07 07:00:00,2675.57
2017-06-07 08:00:00,3238.1257
2017-06-07 09:00:00,3047.1223
2017-06-07 10:00:00,2850.6858
2017-06-07 11:00:00,4543.386
2017-06-07 12:00:00,3661.053
2017-06-07 13:00:00,3963.9702
2017-06-07 14:00:00,5375.542
2017-06-07 15:00:00,4490.15
2017-06-07 16:00:00,3762.228
2017-06-07 17:00:00,3826.5786
2017-06-07 18:00:00,3705.2407
2017-06-07 19:00:00,3584.8457
2017-06-07 20:00:00,4086.821
2017-06-07 20:00:00,3685.7417
2017-06-07 21:00:00,3743.252
2017-06-07 21:00:00,3846.8726
2017-06-07 22:00:00,3326.535
2017-06-07 23:00:00,3853.5508
2017-06-07 23:00:00,4475.9233
2017-06-08 00:00:00,4017.7966
2017-06-08 01:00:00,1607.149
2017-06-08 02:00:00,1129.0184
2017-06-08 03:00:00,1457.289
2017-06-08 04:00:00,1673.2677
2017-06-08 05:00:00,3978.5017
2017-06-08 06:00:00,3150.248
2017-06-08 07:00:00,2086.3975
2017-06-08 08:00:00,2788.982
2017-06-08 09:00:00,2700.9067
2017-06-08 10:00:00,3780.409
2017-06-08 11:00:00,3826.3425
2017-06-08 12:00:00,4410.897
2017-06-08 13:00:00,3698.613
2017-06-08 14:00:00,3474.4807
2017-06-08 15:00:00,4151.498
2017-06-08 16:00:00,3457.415
2017-06-08 17:00:00,4959.196
2017-06-08 18:00:00,4382.7065
2017-06-08 19:00:00,4529.809
2017-06-08 20:00:00,4573.048
2017-06-08 21:00:00,3555.1885
2017-06-08 22:00:00,3713.5222
2017-06-08 23:00:00,3168.9885
2017-06-09 00:00:00,1742.0476
2017-06-09 01:00:00,1952.6378
2017-06-09 02:00:00,2529.6548
2017-06-09 03:00:00,3273.1985
2017-06-09 04:00:00,2363.0566
2017-06-09 05:00:00,2091.866
2017-06-09 06:00:00,3517.4263
2017-06-09 07:00:00,3151.206
2017-06-09 08:00:00,3437.242
2017-06-09 09:00:00,4140.451
2017-06-09 10:00:00,3722.2358
2017-06-09 11:00:00,3546.04
2017-06-09 12:00:00,3876.3262
2017-06-09 13:00:00,4164.5938
2017-06-09 14:00:00,4123.7627
2017-06-09 15:00:00,2997.2212
2017-06-09 16:00:00,3740.4011
2017-06-09 17:00:00,3837.1838
2017-06-09 18:00:00,5315.1255
2017-06-09 19:00:00,4816.4155
2017-06-09 20:00:00,3304.4485
2017-06-09 21:00:00,4740.4834
2017-06-09 22:00:00,3861.3977
2017-06-09 23:00:00,4237.619
2017-06-10 00:00:00,3858.5225
2017-06-10 01:00:00,3745.8533
2017-06-10 02:00:00,4013.357
2017-06-10 03:00:00,3603.4639
2017-06-10 04:00:00,2999.4954
2017-06-10 05:00:00,3139.69
2017-06-10 06:00:00,4023.5615
2017-06-10 07:00:00,2435.2375
2017-06-10 08:00:00,4059.6448
2017-06-10 09:00:00,4834.119
2017-06-10 10:00:00,5047.4526
2017-06-10 11:00:00,3237.912
2017-06-10 12:00:00,3979.541
2017-06-10 13:00:00,5564.122
2017-06-10 14:00:00,5261.2153
2017-06-10 15:00:00,4269.19
2017-06-10 16:00:00,4636.3086
2017-06-10 17:00:00,5076.6245
2017-06-10 18:00:00,5037.2476
2017-06-10 19:00:00,4110.155
2017-06-10 20:00:00,5102.3887
2017-06-10 21:00:00,5031.157
2017-06-10 22:00:00,4446.8003
2017-06-10 23:00:00,4602.545
2017-06-11 00:00:00,3555.288
2017-06-11 01:00:00,4068.9648
2017-06-11 02:00:00,3035.054
2017-06-11 03:00:00,1744.0549
2017-06-11 04:00:00,3439.925
2017-06-11 05:00:00,2919.7798
2017-06-11 06:00:00,5290.5083
2017-06-11 07:00:00,3187.0435
2017-06-11 08:00:00,3369.4211
2017-06-11 09:00:00,3531.2554
2017-06-11 10:00:00,3863.1313
2017-06-11 10:00:00,2549.635
2017-06-11 10:00:00,3073.6294
2017-06-11 11:00:00,4318.0205
2017-06-11 11:00:00,3358.3643
2017-06-11 11:00:00,4363.173
2017-06-11 12:00:00,4143.3335
2017-06-11 12:00:00,2214.489
2017-06-11 13:00:00,3260.8274
2017-06-11 14:00:00,4275.689
2017-06-11 15:00:00,4163.021
2017-06-11 16:00:00,3787.3147
2017-06-11 16:00:00,2562.418
2017-06-11 17:00:00,2327.1624
2017-06-11 17:00:00,1920.8795
2017-06-11 17:00:00,4253.6685
2017-06-11 18:00:00,2595.9536
2017-06-11 18:00:00,1856.3234
2017-06-11 19:00:00,3572.2234
2017-06-11 19:00:00,3542.9426
2017-06-11 20:00:00,3356.8887
2017-06-11 21:00:00,2224.6057
2017-06-11 22:00:00,4771.562
2017-06-11 22:00:00,3777.5525
2017-06-11 23:00:00,2254.303
2017-06-11 23:00:00,1564.4268
2017-06-11 23:00:00,2712.697
2017-06-12 00:00:00,3237.9321
2017-06-12 00:00:00,3312.0725
2017-06-12 00:00:00,2047.0864
2017-06-12 01:00:00,4375.4697
2017-06-12 01:00:00,1927.2272
2017-06-12 02:00:00,2280.8286
2017-06-12 02:00:00,1441.4398
2017-06-12 03:00:00,4004.102
2017-06-12 03:00:00,3907.4475
2017-06-12 04:00:00,4572.3755
2017-06-12 04:00:00,4077.821
2017-06-12 05:00:00,1798.3477
2017-06-12 05:00:00,3128.8145
2017-06-12 06:00:00,2083.2202
2017-06-12 06:00:00,2566.113
2017-06-12 07:00:00,3184.3127
2017-06-12 07:00:00,2444.6382
2017-06-12 08:00:00,4701.3203
2017-06-12 08:00:00,4444.433
2017-06-12 09:00:00,3877.8708
2017-06-12 10:00:00,5072.332
2017-06-12 11:00:00,4008.556
2017-06-12 12:00:00,4290.9004
2017-06-12 13:00:00,4724.7075
2017-06-12 14:00:00,4357.111
2017-06-12 15:00:00,4279.4663
2017-06-12 15:00:00,3245.945
2017-06-12 16:00:00,3513.7158
2017-06-12 16:00:00,3664.9692
2017-06-12 17:00:00,4519.2383
2017-06-12 17:00:00,3746.44
2017-06-12 18:00:00,3630.859
2017-06-12 18:00:00,3672.8003
2017-06-12 19:00:00,4231.0024
2017-06-12 20:00:00,3614.6682
2017-06-12 21:00:00,3802.0647
2017-06-12 22:00:00,3388.0125
2017-06-12 23:00:00,3742.1582
2017-06-13 00:00:00,2512.0166
2017-06-13 01:00:00,2802.6465
2017-06-13 02:00:00,2007.1974
2017-06-13 03:00:00,3606.574
2017-06-13 04:00:00,1291.213
2017-06-13 05:00:00,2093.324
2017-06-13 06:00:00,3283.3267
2017-06-13 07:00:00,3349.0684
2017-06-13 08:00:00,3799.065
